ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-05-14,2024-05-14,2024,Accepted,767,9,Public Comment,Celebree School (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Center. The applicant seeks a D...,Celebree School (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Center. The applicant seeks a Developme. Action: No formal action recorded. Celebree School (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail...,"No formal action recorded. Celebree School (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Center. The applicant seeks a Development Order that will modify the original site plan by replacing the loading zone with a playground and changing the color scheme of the building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Stuart M. Rogers, P.E. , LEED AP, Colliers Engineering & Design Board Questions or Comments Board Members Wallace, Jeannin, Tatooles, Paivandy, and Chairman Gargano Public Comment eComment Patrick McGarry, Spring Ridge Recess at 6:44 pm and Convene 7:09 pm. 8","No formal action recorded. Celebree School (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Center. The applicant seeks a Development Order that will modify the original site plan by replacing the loading zone with a playground and changing the color scheme of the building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Stuart M. Rogers, P.E. , LEED AP, Colliers Engineering & Design Board Questions or Comments Board Members Wallace, Jeannin, Tatooles, Paivandy, and Chairman Gargano Public Comment eComment Patrick McGarry, Spring Ridge Recess at 6:44 pm and Convene 7:09 pm. 8",,,,,,,4,10351 Corkscrew Commons Drive,"10351 Corkscrew Commons Drive, Estero, FL",26.431986203618,-81.783570471119,1.0,null,05142024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-09-10,2024-09-10,2024,Accepted,1486,2,Vote,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,"Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking",,,See minutes,,DOS2024-E006,4,10351 Corkscrew Commons Drive,"10351 Corkscrew Commons Drive, Estero, FL",26.431986203618,-81.783570471119,1.0,null,09102024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/09102024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024-10-29,2024,Accepted,1870,2,Vote,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,,,See minutes,,DOS2024-E006,4,10351 Corkscrew Commons Drive,"10351 Corkscrew Commons Drive, Estero, FL",26.431986203618,-81.783570471119,1.0,null,10292024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10292024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-11-09,2021-11-09,2021,Accepted,1967,2,Vote,"Oak & Stone Restaurant, Estero Crossing Building #4 -Development Order (DOS2021-E005) (District 5) 10500 Corkscrew Road, located 1,000 feet west of the intersection of Corkscrew Road and I-75. Development Order for a5,300± square foot restaurant o...","Oak & Stone Restaurant, Estero Crossing Building #4 -Development Order (DOS2021-E005) (District 5) 10500 Corkscrew Road, located 1,000 feet west of the intersection of Corkscrew Road and I-75. Development Order for a5,300± square foot restaurant on a5-acr. Action: Approved the Development Order subject to the applicant working with staff to find a warmer color for the roof tiles, and if a warmer color is not found in adequate supply, the applicant will have to come back to the board with a re...","Approved the Development Order subject to the applicant working with staff to find a warmer color for the roof tiles, and if a warmer color is not found in adequate supply, the applicant will have to come back to the board with a rendering of what is being recommended","Approved the Development Order subject to the applicant working with staff to find a warmer color for the roof tiles, and if a warmer color is not found in adequate supply, the applicant will have to come back to the board with a rendering of what is being recommended","Approved the Development Order subject to the applicant working with staff to find a warmer color for the roof tiles, and if a warmer color is not found in adequate supply, the applicant will have to come back to the board with a rendering of what is being recommended",,,See minutes,,DOS2021-E005,5,10500 Corkscrew Road,"10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,1.0,null,11092021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/11092021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-04-12,2022-04-12,2022,Accepted,561,5,Public Comment,"Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road an...","Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road and I-75 i. Action: No formal action recorded. Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew...","No formal action recorded. Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road and I-75 intersection. Applicant proposing a4,700 square foot building consisting of retail spaces with 1 drive-thru at the southern end of the building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by John T. Wojdak, P.E., DeLisi Fitzgerald, Inc. Ramon Acevedo, GMA Public Comments eComments Jack Otte, Island Club Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Gargano, and Chairman Wood","No formal action recorded. Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road and I-75 intersection. Applicant proposing a4,700 square foot building consisting of retail spaces with 1 drive-thru at the southern end of the building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by John T. Wojdak, P.E., DeLisi Fitzgerald, Inc. Ramon Acevedo, GMA Public Comments eComments Jack Otte, Island Club Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Gargano, and Chairman Wood",,,,,,,5,10500 Corkscrew Road,"10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,1.0,null,04122022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/04122022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-10-25,2022-10-25,2022,Accepted,1851,2,Vote,"Development Order - Dunkin Donuts Estero Crossing Commercial Building #1 (DOS2022-E004) (District 5) 10500 Corkscrew Road, east of Puente Lane. Applicant is proposing a ±4,700 square foot building consisting of 2 retail spaces with 1 drive thru. A...","Development Order - Dunkin Donuts Estero Crossing Commercial Building #1 (DOS2022-E004) (District 5) 10500 Corkscrew Road, east of Puente Lane. Applicant is proposing a ±4,700 square foot building consisting of 2 retail spaces with 1 drive thru. All audie. Action: Approved the Development Order",Approved the Development Order,Approved the Development Order,Approved the Development Order,,,See minutes,,DOS2022-E004,5,10500 Corkscrew Road,"10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,1.0,null,10252022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-10-25,2022-10-25,2022,Accepted,1852,3,Vote,"Consumption on Premises - Oak & Stone, Commercial Building #4 (ADD2022-E006) (District 5) 10500 Corkscrew Road, east of Puente Lane. Applicant is requesting outdoor COP approval in conjunction with full-service restaurant. No ex parte communicatio...","Consumption on Premises - Oak & Stone, Commercial Building #4 (ADD2022-E006) (District 5) 10500 Corkscrew Road, east of Puente Lane. Applicant is requesting outdoor COP approval in conjunction with full-service restaurant. No ex parte communication or con. Action: Approved request with staff conditions",Approved request with staff conditions,Approved request with staff conditions,Approved request with staff conditions,,,See minutes,,ADD2022-E006,5,10500 Corkscrew Road,"10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,1.0,null,10252022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-12-13,2022-12-13,2022,Accepted,2217,4,Public Comment,"Miromar International Design Center - Zoning Amendment (DCI2022-E004) (District 5) 10800 Corkscrew Road, located East of I-75, south of Corkscrew Road Applicant seeks to amend the International Design Center CPD and the DRI to allow for the use of...","Miromar International Design Center - Zoning Amendment (DCI2022-E004) (District 5) 10800 Corkscrew Road, located East of I-75, south of Corkscrew Road Applicant seeks to amend the International Design Center CPD and the DRI to allow for the use of office . Action: No formal action recorded. Miromar International Design Center - Zoning Amendment (DCI2022-E004) (District 5) 10800 Corkscrew Road, located East of I-75, south of Corkscrew Road Applicant seeks to amend the International Design Cent...","No formal action recorded. Miromar International Design Center - Zoning Amendment (DCI2022-E004) (District 5) 10800 Corkscrew Road, located East of I-75, south of Corkscrew Road Applicant seeks to amend the International Design Center CPD and the DRI to allow for the use of office space as well as design center retail uses in the existing building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Dan DeLisi, Delisi, Inc Public Comment None. Board Questions or Comments Board Members Wallace, Sheeley, Jeannin, and Chairman Wood","No formal action recorded. Miromar International Design Center - Zoning Amendment (DCI2022-E004) (District 5) 10800 Corkscrew Road, located East of I-75, south of Corkscrew Road Applicant seeks to amend the International Design Center CPD and the DRI to allow for the use of office space as well as design center retail uses in the existing building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Dan DeLisi, Delisi, Inc Public Comment None. Board Questions or Comments Board Members Wallace, Sheeley, Jeannin, and Chairman Wood",,,,,,DCI2022-E004,5,10800 CORKSCREW RD,10800 CORKSCREW RD,26.432337818892933,-81.77458455039597,0.98,null,12132022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,354625E23900000A0
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-07-13,2021-07-13,2021,Accepted,1219,2,Vote,"Fifth Third Bank at Miromar Outlets (DO2020-E009) (District5) 10801 Corkscrew Road, approximately 450 feet north of the Corkscrew Road and Ben Hill Griffin Parkway intersection, north of Wells Fargo Bank, in an area currently used for mall parking...","Fifth Third Bank at Miromar Outlets (DO2020-E009) (District5) 10801 Corkscrew Road, approximately 450 feet north of the Corkscrew Road and Ben Hill Griffin Parkway intersection, north of Wells Fargo Bank, in an area currently used for mall parking. A Publ. Action: Approved the Development Order with the condition of revising of the back wall",Approved the Development Order with the condition of revising of the back wall,Approved the Development Order with the condition of revising of the back wall,Approved the Development Order with the condition of revising of the back wall,,,See minutes,,DO2020-E009,,10801 CORKSCREW RD,10801 CORKSCREW RD,26.436264784102917,-81.77458415265198,0.92,null,07132021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/07132021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,264625E3270M10000
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-07-13,2021-07-13,2021,Accepted,1220,3,Vote,"Fifth Third Bank at Miromar Outlets (DO2020-E009) (District5) 10801 Corkscrew Road, approximately 450 feet north of the Corkscrew Road and Ben Hill Griffin Parkway intersection, north of Wells Fargo Bank, in an area currently used for mall parking...","Fifth Third Bank at Miromar Outlets (DO2020-E009) (District5) 10801 Corkscrew Road, approximately 450 feet north of the Corkscrew Road and Ben Hill Griffin Parkway intersection, north of Wells Fargo Bank, in an area currently used for mall parking. A Publ. Action: Approved the the Monument Sign with the condition the base will be increased to a minimum of 24 inches",Approved the the Monument Sign with the condition the base will be increased to a minimum of 24 inches,Approved the the Monument Sign with the condition the base will be increased to a minimum of 24 inches,Approved the the Monument Sign with the condition the base will be increased to a minimum of 24 inches,,,See minutes,,DO2020-E009,,10801 CORKSCREW RD,10801 CORKSCREW RD,26.436264784102917,-81.77458415265198,0.92,null,07132021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/07132021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,264625E3270M10000
"Approval of agreement with KTB Florida Sports Arena, LLC regarding its transfer of portion of stormwater retention lake serving the Hertz Arena property, and the sharing of related maintenance costs",Commercial & Mixed-Use Development,2,Village Council,Special Meeting,Village Council,2023-07-26,2023-07-26,2023,Accepted,1301,3,Contract Approval,"Approval of agreement with KTB Florida Sports Arena, LLC regarding its transfer of portion of stormwater retention lake serving the Hertz Arena property, and the sharing of related maintenance costs","Approval of agreement with KTB Florida Sports Arena, LLC regarding its transfer of portion of stormwater retention lake serving the Hertz Arena property, and the sharing of related maintenance costs. Action: Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for De...","Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads","Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads","Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads",,,Detected,KTB Florida Sports Arena,,,"11000 Everblades Parkway, Estero, FL","11000 Everblades Parkway, Estero, FL",26.440541,-81.77872,1.0,TD/CS,07262023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07262023%20minutes.pdf,AgendaItemLocation,1,true,
"Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and supporting infrastructure on 4.2 acres. Th...",Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-05-09,2023-05-09,2023,Accepted,738,5,Public Comment,"Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and supporting infrastructure on 4.2 acres. Th...","Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and supporting infrastructure on 4.2 acres. The develo. Action: No formal action recorded. Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and...","No formal action recorded. Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and supporting infrastructure on 4.2 acres. The development will include a ±4,000 S.F. dental office and a ±18,000 S.F. commercial shell building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by John Wojdak, PE, Delisi Fitzgerald, Inc. Greg Diserio, David M Jones & Associates Ramon Acevedo, GMA Architects  Public Comment eComments Bob Distad, Breckenridge Leann Craig, Breckenridge Ernie Settanni and Jerry Conner, Breckenridge Don Atkinson, Breckenridge Vance and Joann Hazzard, Breckenridge In Person Katy Errington, Breckenridge Steadmon Allen, Breckenridge Garth Errington, Breckenridge Jim McCormick, Breckenridge Donna Atkins, Breckenridge ","No formal action recorded. Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. Applicant seeks to construct 2 non-residential buildings and supporting infrastructure on 4.2 acres. The development will include a ±4,000 S.F. dental office and a ±18,000 S.F. commercial shell building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by John Wojdak, PE, Delisi Fitzgerald, Inc. Greg Diserio, David M Jones & Associates Ramon Acevedo, GMA Architects  Public Comment eComments Bob Distad, Breckenridge Leann Craig, Breckenridge Ernie Settanni and Jerry Conner, Breckenridge Don Atkinson, Breckenridge Vance and Joann Hazzard, Breckenridge In Person Katy Errington, Breckenridge Steadmon Allen, Breckenridge Garth Errington, Breckenridge Jim McCormick, Breckenridge Donna Atkins, Breckenridge ",,,,,,,2,19950 S TAMIAMI TRL,19950 S TAMIAMI TRL,26.450390144390827,-81.82081539161072,0.98,null,05092023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/05092023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,214625E4U18162582
"Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is for 2 commercial buildings and supporting infrastructure on 4 acres. The devel...",Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-02-11,2025-02-11,2025,Pending,223,1,Vote,"Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is for 2 commercial buildings and supporting infrastructure on 4 acres. The devel...","Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is for 2 commercial buildings and supporting infrastructure on 4 acres. The development w. Action: Approved Development Order with the staff conditions and additional stipulation on the easement",Approved Development Order with the staff conditions and additional stipulation on the easement,Approved Development Order with the staff conditions and additional stipulation on the easement,Approved Development Order with the staff conditions and additional stipulation on the easement,,,See minutes,Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is,,2,19950 S TAMIAMI TRL,19950 S TAMIAMI TRL,26.450390144390827,-81.82081539161072,0.98,null,02112025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/02112025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,214625E4U18162582
